subject,itemID,pres.order,Item,Itemtype,Length,ColFreq,answer,res,RT
19,65,121,tall danger,Jonly,11,0,FALSE,1,981
19,66,131,warm gift,Jonly,9,0,FALSE,0,1169
19,67,109,weak rain ,Jonly,9,0,FALSE,0,1610
19,68,12,wide market,Jonly,11,5,FALSE,1,1070
19,69,50,yellow voice,Jonly,12,0,FALSE,1,792
19,70,44,active gift,Baseline,11,0,FALSE,1,1324
19,71,113,bad lips,Baseline,8,0,FALSE,1,1097
19,72,60,bare growth,Baseline,11,0,FALSE,1,971
19,73,4,beautiful understanding,Baseline,23,0,FALSE,1,1004
19,74,42,big atmosphere,Baseline,14,1,FALSE,0,677
19,75,7,bitter hole,Baseline,11,0,FALSE,1,1034
19,76,76,black news,Baseline,10,5,FALSE,1,1121
19,77,124,brief decision,Baseline,14,0,FALSE,1,2264
19,78,86,broad water,Baseline,11,5,FALSE,1,1598
19,79,128,broken attention,Baseline,16,0,FALSE,1,1121
19,80,22,busy content,Baseline,12,0,FALSE,1,1449
19,81,61,careful weather,Baseline,15,0,FALSE,1,1175
19,82,62,cheap notice,Baseline,12,0,FALSE,1,1033
19,83,53,clean price,Baseline,11,0,FALSE,1,1111
19,84,8,cold love,Baseline,9,0,FALSE,1,832
19,85,101,coming judgement,Baseline,15,0,FALSE,1,2761
19,86,52,dark months,Baseline,11,20,FALSE,1,1454
19,87,75,deep room,Baseline,9,1,FALSE,1,925
19,88,91,delicious person,Baseline,16,1,FALSE,1,841
19,89,64,early guess,Baseline,11,3,FALSE,1,1076
19,90,59,easy market,Baseline,11,2,FALSE,1,1021
19,91,116,economic stone,Baseline,14,0,FALSE,1,990
19,92,74,false tire,Baseline,10,0,FALSE,1,1655
19,93,35,famous eye,Baseline,10,2,FALSE,1,1323
19,94,17,far home,Baseline,8,0,FALSE,0,1018
19,95,102,final heart,Baseline,11,5,FALSE,1,1044
19,96,32,flat bird,Baseline,9,0,FALSE,1,1417
19,97,49,frank animal,Baseline,12,0,FALSE,1,932
19,98,21,free voice,Baseline,10,10,FALSE,1,840
19,99,55,front future,Baseline,12,0,FALSE,1,964
19,100,65,full question,Baseline,13,3,FALSE,1,1788
19,101,117,good moment,Baseline,11,104,FALSE,0,1258
19,102,39,handsome branch,Baseline,15,0,FALSE,1,1466
19,103,77,hard injury,Baseline,11,0,FALSE,0,1337
19,104,2,heavy season,Baseline,12,1,FALSE,1,1154
19,105,40,hot parents,Baseline,11,0,FALSE,1,836
19,106,10,light window,Baseline,12,1,FALSE,0,746
19,107,71,long energy,Baseline,11,0,FALSE,1,1067
19,108,69,low thought,Baseline,11,0,FALSE,1,1458
19,109,89,lucky tea,Baseline,9,0,FALSE,1,806
19,110,45,narrow force,Baseline,12,0,FALSE,0,1706
19,111,56,near feet,Baseline,9,0,FALSE,1,880
19,112,31,open teeth,Baseline,10,1,FALSE,1,1776
19,113,46,poor war,Baseline,8,1,FALSE,1,1322
19,114,132,pretty arms,Baseline,11,3,FALSE,1,1531
19,115,139,proud idea,Baseline,10,0,FALSE,1,1052
19,116,14,quick rate,Baseline,10,3,FALSE,1,1082
19,117,11,quiet fog,Baseline,9,0,FALSE,0,1345
19,118,29,severe learner,Baseline,14,0,FALSE,1,1731
19,119,15,shallow road,Baseline,12,0,FALSE,0,1657
19,120,100,sharp debt,Baseline,10,0,FALSE,1,1122
19,121,111,short pay,Baseline,9,1,FALSE,1,1227
19,122,6,silent experience,Baseline,17,0,FALSE,1,1106
19,123,54,slim rise,Baseline,9,0,FALSE,1,991
19,124,85,slow luck,Baseline,9,0,FALSE,1,992
19,125,18,small look,Baseline,10,2,FALSE,0,1488
19,126,135,soft woman,Baseline,10,6,FALSE,1,935
19,127,16,straight battle,Baseline,15,1,FALSE,1,1543
19,128,138,strong deaths,Baseline,13,0,FALSE,1,1334
19,129,92,stupid rain ,Baseline,11,1,FALSE,1,1458
19,130,48,sweet wind,Baseline,10,6,FALSE,1,992
19,131,82,tall eyes,Baseline,9,0,FALSE,1,789
19,132,126,thick daylight,Baseline,14,0,FALSE,1,3330
19,133,120,thin personality ,Baseline,16,0,FALSE,1,1078
19,134,99,tragic danger,Baseline,13,0,FALSE,0,1987
19,135,97,warm speed,Baseline,10,0,FALSE,1,978
19,136,25,weak speech ,Baseline,11,0,FALSE,0,2006
19,137,137,wet sleep,Baseline,9,0,FALSE,1,853
19,138,38,wide year,Baseline,9,0,FALSE,1,1496
19,139,70,yellow society,Baseline,14,0,FALSE,1,819
20,1,44,thick fog,JE,9,145,TRUE,0,1136
20,2,66,stupid idea,JE,11,112,TRUE,1,952
20,3,117,thin lips ,JE,9,266,TRUE,1,1182
20,4,85,deep love,JE,9,140,TRUE,1,890
20,5,3,small room,JE,10,1010,TRUE,1,766
20,6,80,long sleep,JE,10,82,TRUE,1,1018
20,7,120,cold tea,JE,8,37,TRUE,1,977
20,8,71,broken window,JE,13,249,TRUE,1,900
20,9,47,final year,JE,10,620,TRUE,1,914
20,10,37,front tire,JE,10,139,TRUE,0,927
20,11,10,famous person,JE,13,234,TRUE,1,949
20,12,69,good news,JE,9,10360,TRUE,1,596
20,13,39,economic growth,JE,15,6627,TRUE,1,777
20,14,59,black hole,JE,10,2889,TRUE,1,635
20,15,24,near future,JE,11,2422,TRUE,1,1472
20,16,88,tragic deaths,JE,13,49,TRUE,0,790
20,17,60,beautiful woman,JE,15,1386,TRUE,1,712
20,18,26,handsome man,JE,12,606,TRUE,1,884
20,19,6,bitter experience,JE,17,97,TRUE,1,1283
20,20,61,big eyes,JE,8,321,TRUE,1,765
20,21,45,high price,JE,10,971,TRUE,1,1025
20,22,22,strong wind,JE,11,238,TRUE,1,1121
20,23,113,clean water,JE,11,1797,TRUE,1,993
20,24,27,bad debt,Eonly,8,203,TRUE,1,1070
20,25,101,bare feet,Eonly,9,1552,TRUE,0,936
20,26,92,brief moment,Eonly,12,656,TRUE,0,944
20,27,12,broad daylight,Eonly,14,597,TRUE,1,1875
20,28,110,busy road,Eonly,9,77,TRUE,1,957
20,29,81,careful attention,Eonly,17,396,TRUE,1,760
20,30,17,coming months,Eonly,13,938,TRUE,0,970
20,31,119,early bird,Eonly,10,178,TRUE,0,965
20,32,8,easy decision,Eonly,13,217,TRUE,1,962
20,33,4,false teeth,Eonly,11,200,TRUE,1,1700
20,34,32,flat rate,Eonly,9,125,TRUE,0,1485
20,35,107,free speech,Eonly,11,3214,TRUE,1,1002
20,36,35,full understanding,Eonly,18,198,TRUE,1,1111
20,37,131,hard luck,Eonly,9,93,TRUE,0,918
20,38,95,low speed,Eonly,9,501,TRUE,1,894
20,39,57,lucky guess,Eonly,11,30,TRUE,0,1822
20,40,7,open arms,Eonly,9,473,TRUE,1,1185
20,41,99,poor health,Eonly,11,642,TRUE,0,655
20,42,123,proud parents,Eonly,13,110,TRUE,0,1261
20,43,72,quick look,Eonly,10,1038,TRUE,0,775
20,44,139,sharp rise,Eonly,10,172,TRUE,0,944
20,45,63,short notice,Eonly,12,516,TRUE,0,962
20,46,75,slow learner,Eonly,12,68,TRUE,0,840
20,47,51,active personality,Jonly,18,0,FALSE,1,1198
20,48,138,cheap pay,Jonly,9,0,FALSE,1,1245
20,49,91,dark society,Jonly,12,0,FALSE,0,1002
20,50,11,delicious season,Jonly,16,0,FALSE,1,1326
20,51,54,far eye,Jonly,7,0,FALSE,0,1745
20,52,52,frank question,Jonly,14,6,FALSE,0,1050
20,53,127,hot battle,Jonly,10,1,FALSE,1,885
20,54,14,light content,Jonly,13,1,FALSE,0,1410
20,55,105,narrow thought,Jonly,14,0,FALSE,1,765
20,56,46,pretty animal,Jonly,13,2,FALSE,0,966
20,57,102,quiet war,Jonly,9,12,FALSE,1,763
20,58,77,severe home,Jonly,11,0,FALSE,1,1157
20,59,53,shallow injury,Jonly,14,0,FALSE,1,1160
20,60,49,silent force,Jonly,12,2,FALSE,1,1104
20,61,103,slim branch,Jonly,11,0,FALSE,1,1658
20,62,126,soft atmosphere,Jonly,15,0,FALSE,0,1086
20,63,78,straight heart,Jonly,14,0,FALSE,1,1846
20,64,16,sweet judgment,Jonly,14,1,FALSE,0,1255
20,65,70,tall danger,Jonly,11,0,FALSE,1,1047
20,66,125,warm gift,Jonly,9,0,FALSE,1,807
20,67,130,weak rain ,Jonly,9,0,FALSE,1,1446
20,68,13,wide market,Jonly,11,5,FALSE,0,1223
20,69,56,yellow voice,Jonly,12,0,FALSE,1,1101
20,70,93,active gift,Baseline,11,0,FALSE,1,964
20,71,9,bad lips,Baseline,8,0,FALSE,0,1725
20,72,34,bare growth,Baseline,11,0,FALSE,1,1462
20,73,68,beautiful understanding,Baseline,23,0,FALSE,1,952
20,74,134,big atmosphere,Baseline,14,1,FALSE,1,1033
20,75,84,bitter hole,Baseline,11,0,FALSE,1,1020
20,76,42,black news,Baseline,10,5,FALSE,0,935
20,77,64,brief decision,Baseline,14,0,FALSE,0,1013
20,78,128,broad water,Baseline,11,5,FALSE,1,958
20,79,55,broken attention,Baseline,16,0,FALSE,0,1203
20,80,74,busy content,Baseline,12,0,FALSE,1,1135
20,81,29,careful weather,Baseline,15,0,FALSE,0,878
20,82,23,cheap notice,Baseline,12,0,FALSE,1,1778
20,83,41,clean price,Baseline,11,0,FALSE,0,900
20,84,137,cold love,Baseline,9,0,FALSE,1,858
20,85,67,coming judgement,Baseline,15,0,FALSE,1,940
20,86,100,dark months,Baseline,11,20,FALSE,1,900
20,87,90,deep room,Baseline,9,1,FALSE,1,810
20,88,43,delicious person,Baseline,16,1,FALSE,1,1018
20,89,30,early guess,Baseline,11,3,FALSE,0,1576
20,90,28,easy market,Baseline,11,2,FALSE,0,813
20,91,104,economic stone,Baseline,14,0,FALSE,1,1102
20,92,33,false tire,Baseline,10,0,FALSE,1,1852
20,93,112,famous eye,Baseline,10,2,FALSE,1,996
20,94,73,far home,Baseline,8,0,FALSE,1,933
20,95,50,final heart,Baseline,11,5,FALSE,1,1672
20,96,94,flat bird,Baseline,9,0,FALSE,1,1064
20,97,83,frank animal,Baseline,12,0,FALSE,1,1380
20,98,65,free voice,Baseline,10,10,FALSE,1,1058
20,99,25,front future,Baseline,12,0,FALSE,1,1225
20,100,62,full question,Baseline,13,3,FALSE,1,1644
20,101,97,good moment,Baseline,11,104,FALSE,0,1101
20,102,5,handsome branch,Baseline,15,0,FALSE,0,2075
20,103,106,hard injury,Baseline,11,0,FALSE,0,1091
20,104,133,heavy season,Baseline,12,1,FALSE,1,1012
20,105,18,hot parents,Baseline,11,0,FALSE,1,1430
20,106,136,light window,Baseline,12,1,FALSE,1,1310
20,107,20,long energy,Baseline,11,0,FALSE,0,1431
20,108,31,low thought,Baseline,11,0,FALSE,0,1844
20,109,114,lucky tea,Baseline,9,0,FALSE,1,798
20,110,132,narrow force,Baseline,12,0,FALSE,1,905
20,111,124,near feet,Baseline,9,0,FALSE,1,825
20,112,86,open teeth,Baseline,10,1,FALSE,1,1428
20,113,82,poor war,Baseline,8,1,FALSE,1,2591
20,114,48,pretty arms,Baseline,11,3,FALSE,1,1093
20,115,115,proud idea,Baseline,10,0,FALSE,1,870
20,116,135,quick rate,Baseline,10,3,FALSE,1,1399
20,117,2,quiet fog,Baseline,9,0,FALSE,0,1492
20,118,121,severe learner,Baseline,14,0,FALSE,1,1341
20,119,122,shallow road,Baseline,12,0,FALSE,0,1212
20,120,21,sharp debt,Baseline,10,0,FALSE,1,1463
20,121,96,short pay,Baseline,9,1,FALSE,1,1335
20,122,116,silent experience,Baseline,17,0,FALSE,1,1046
20,123,108,slim rise,Baseline,9,0,FALSE,1,2169
20,124,98,slow luck,Baseline,9,0,FALSE,1,668
20,125,19,small look,Baseline,10,2,FALSE,0,1329
20,126,109,soft woman,Baseline,10,6,FALSE,1,1156
20,127,38,straight battle,Baseline,15,1,FALSE,0,1106
20,128,58,strong deaths,Baseline,13,0,FALSE,1,1295
20,129,15,stupid rain ,Baseline,11,1,FALSE,0,2258
20,130,89,sweet wind,Baseline,10,6,FALSE,1,966
20,131,36,tall eyes,Baseline,9,0,FALSE,1,1044
20,132,1,thick daylight,Baseline,14,0,FALSE,0,2059
20,133,76,thin personality ,Baseline,16,0,FALSE,1,1561
20,134,129,tragic danger,Baseline,13,0,FALSE,1,1258
20,135,111,warm speed,Baseline,10,0,FALSE,1,937
20,136,79,weak speech ,Baseline,11,0,FALSE,1,1520
20,137,87,wet sleep,Baseline,9,0,FALSE,1,939
20,138,40,wide year,Baseline,9,0,FALSE,1,859
20,139,118,yellow society,Baseline,14,0,FALSE,1,1000
21,1,55,thick fog,JE,9,145,TRUE,0,1655
21,2,38,stupid idea,JE,11,112,TRUE,1,1286
21,3,107,thin lips ,JE,9,266,TRUE,0,1197
21,4,115,deep love,JE,9,140,TRUE,0,908
21,5,67,small room,JE,10,1010,TRUE,1,1002
21,6,22,long sleep,JE,10,82,TRUE,1,892
21,7,95,cold tea,JE,8,37,TRUE,1,1056
21,8,110,broken window,JE,13,249,TRUE,1,1366
21,9,45,final year,JE,10,620,TRUE,1,1107
21,10,83,front tire,JE,10,139,TRUE,1,1863
21,11,100,famous person,JE,13,234,TRUE,1,817
21,12,88,good news,JE,9,10360,TRUE,1,725
21,13,104,economic growth,JE,15,6627,TRUE,1,937
21,14,20,black hole,JE,10,2889,TRUE,1,812
21,15,64,near future,JE,11,2422,TRUE,1,1049
21,16,108,tragic deaths,JE,13,49,TRUE,0,1031
21,17,138,beautiful woman,JE,15,1386,TRUE,1,978
21,18,6,handsome man,JE,12,606,TRUE,1,881
21,19,40,bitter experience,JE,17,97,TRUE,0,1291
21,20,53,big eyes,JE,8,321,TRUE,1,773
21,21,76,high price,JE,10,971,TRUE,1,736
21,22,105,strong wind,JE,11,238,TRUE,1,1757
21,23,33,clean water,JE,11,1797,TRUE,1,2334
21,24,56,bad debt,Eonly,8,203,TRUE,0,1230
21,25,109,bare feet,Eonly,9,1552,TRUE,0,1789
21,26,112,brief moment,Eonly,12,656,TRUE,1,1036
21,27,57,broad daylight,Eonly,14,597,TRUE,0,1150
21,28,90,busy road,Eonly,9,77,TRUE,1,1415
21,29,17,careful attention,Eonly,17,396,TRUE,1,963
21,30,54,coming months,Eonly,13,938,TRUE,1,1214
21,31,16,early bird,Eonly,10,178,TRUE,0,951
21,32,122,easy decision,Eonly,13,217,TRUE,1,1170
21,33,84,false teeth,Eonly,11,200,TRUE,0,1308
21,34,2,flat rate,Eonly,9,125,TRUE,0,975
21,35,47,free speech,Eonly,11,3214,TRUE,1,1181
21,36,61,full understanding,Eonly,18,198,TRUE,1,1166
21,37,127,hard luck,Eonly,9,93,TRUE,0,1122
21,38,4,low speed,Eonly,9,501,TRUE,1,796
21,39,46,lucky guess,Eonly,11,30,TRUE,0,1851
21,40,35,open arms,Eonly,9,473,TRUE,1,978
21,41,7,poor health,Eonly,11,642,TRUE,0,1036
21,42,3,proud parents,Eonly,13,110,TRUE,0,1202
21,43,63,quick look,Eonly,10,1038,TRUE,1,722
21,44,74,sharp rise,Eonly,10,172,TRUE,0,863
21,45,25,short notice,Eonly,12,516,TRUE,0,1105
21,46,75,slow learner,Eonly,12,68,TRUE,0,2032
21,47,50,active personality,Jonly,18,0,FALSE,0,1492
21,48,23,cheap pay,Jonly,9,0,FALSE,0,934
21,49,80,dark society,Jonly,12,0,FALSE,1,829
21,50,113,delicious season,Jonly,16,0,FALSE,1,1106
21,51,60,far eye,Jonly,7,0,FALSE,1,1127
21,52,27,frank question,Jonly,14,6,FALSE,0,1158
21,53,125,hot battle,Jonly,10,1,FALSE,1,1338
21,54,34,light content,Jonly,13,1,FALSE,0,1052
21,55,15,narrow thought,Jonly,14,0,FALSE,1,1173
21,56,49,pretty animal,Jonly,13,2,FALSE,0,1008
21,57,116,quiet war,Jonly,9,12,FALSE,1,1294
21,58,58,severe home,Jonly,11,0,FALSE,0,1769
21,59,9,shallow injury,Jonly,14,0,FALSE,1,1326
21,60,66,silent force,Jonly,12,2,FALSE,1,1348
21,61,134,slim branch,Jonly,11,0,FALSE,1,1186
21,62,98,soft atmosphere,Jonly,15,0,FALSE,0,1278
21,63,135,straight heart,Jonly,14,0,FALSE,1,1001
21,64,42,sweet judgment,Jonly,14,1,FALSE,1,1164
21,65,26,tall danger,Jonly,11,0,FALSE,1,1042
21,66,72,warm gift,Jonly,9,0,FALSE,1,1000
21,67,102,weak rain ,Jonly,9,0,FALSE,0,1079
21,68,30,wide market,Jonly,11,5,FALSE,0,1220
21,69,81,yellow voice,Jonly,12,0,FALSE,1,862
21,70,69,active gift,Baseline,11,0,FALSE,1,1182
21,71,31,bad lips,Baseline,8,0,FALSE,0,1518
21,72,139,bare growth,Baseline,11,0,FALSE,1,1415
21,73,52,beautiful understanding,Baseline,23,0,FALSE,1,1110
21,74,132,big atmosphere,Baseline,14,1,FALSE,1,988
21,75,32,bitter hole,Baseline,11,0,FALSE,0,1664
21,76,96,black news,Baseline,10,5,FALSE,1,1046
21,77,119,brief decision,Baseline,14,0,FALSE,1,1314
21,78,97,broad water,Baseline,11,5,FALSE,1,1461
21,79,111,broken attention,Baseline,16,0,FALSE,1,1052
21,80,24,busy content,Baseline,12,0,FALSE,1,1160
21,81,94,careful weather,Baseline,15,0,FALSE,1,1549
21,82,5,cheap notice,Baseline,12,0,FALSE,1,973
21,83,11,clean price,Baseline,11,0,FALSE,1,1148
21,84,128,cold love,Baseline,9,0,FALSE,0,1026
21,85,59,coming judgement,Baseline,15,0,FALSE,1,1362
21,86,39,dark months,Baseline,11,20,FALSE,1,1457
21,87,117,deep room,Baseline,9,1,FALSE,1,891
21,88,130,delicious person,Baseline,16,1,FALSE,1,1207
21,89,62,early guess,Baseline,11,3,FALSE,0,1217
21,90,41,easy market,Baseline,11,2,FALSE,1,1317
21,91,103,economic stone,Baseline,14,0,FALSE,0,959
21,92,129,false tire,Baseline,10,0,FALSE,1,1120
21,93,118,famous eye,Baseline,10,2,FALSE,0,741
21,94,126,far home,Baseline,8,0,FALSE,1,895
21,95,70,final heart,Baseline,11,5,FALSE,1,1128
21,96,136,flat bird,Baseline,9,0,FALSE,1,1463
21,97,92,frank animal,Baseline,12,0,FALSE,0,1259
21,98,86,free voice,Baseline,10,10,FALSE,0,1604
21,99,10,front future,Baseline,12,0,FALSE,0,1413
21,100,77,full question,Baseline,13,3,FALSE,1,877
21,101,78,good moment,Baseline,11,104,FALSE,0,934
21,102,101,handsome branch,Baseline,15,0,FALSE,1,1088
21,103,44,hard injury,Baseline,11,0,FALSE,0,1068
21,104,120,heavy season,Baseline,12,1,FALSE,1,2089
21,105,82,hot parents,Baseline,11,0,FALSE,1,1455
21,106,1,light window,Baseline,12,1,FALSE,1,1148
21,107,87,long energy,Baseline,11,0,FALSE,1,1321
21,108,73,low thought,Baseline,11,0,FALSE,1,1203
21,109,131,lucky tea,Baseline,9,0,FALSE,1,905
21,110,12,narrow force,Baseline,12,0,FALSE,0,1404
21,111,19,near feet,Baseline,9,0,FALSE,1,1155
21,112,51,open teeth,Baseline,10,1,FALSE,1,1453
21,113,106,poor war,Baseline,8,1,FALSE,0,1430
21,114,79,pretty arms,Baseline,11,3,FALSE,1,961
21,115,68,proud idea,Baseline,10,0,FALSE,0,1095
21,116,28,quick rate,Baseline,10,3,FALSE,0,1168
21,117,99,quiet fog,Baseline,9,0,FALSE,0,1409
21,118,21,severe learner,Baseline,14,0,FALSE,1,1692
21,119,123,shallow road,Baseline,12,0,FALSE,0,1923
21,120,71,sharp debt,Baseline,10,0,FALSE,0,1471
21,121,133,short pay,Baseline,9,1,FALSE,1,1113
21,122,43,silent experience,Baseline,17,0,FALSE,1,1061
21,123,14,slim rise,Baseline,9,0,FALSE,1,1468
21,124,13,slow luck,Baseline,9,0,FALSE,1,1483
21,125,48,small look,Baseline,10,2,FALSE,1,1159
21,126,124,soft woman,Baseline,10,6,FALSE,1,903
21,127,93,straight battle,Baseline,15,1,FALSE,1,1702
21,128,18,strong deaths,Baseline,13,0,FALSE,0,1630
21,129,85,stupid rain ,Baseline,11,1,FALSE,1,1296
21,130,89,sweet wind,Baseline,10,6,FALSE,1,931
21,131,29,tall eyes,Baseline,9,0,FALSE,1,890
21,132,36,thick daylight,Baseline,14,0,FALSE,1,1184
21,133,137,thin personality ,Baseline,16,0,FALSE,1,1833
21,134,91,tragic danger,Baseline,13,0,FALSE,1,1294
21,135,121,warm speed,Baseline,10,0,FALSE,1,1137
21,136,8,weak speech ,Baseline,11,0,FALSE,0,1009
21,137,114,wet sleep,Baseline,9,0,FALSE,1,1273
21,138,65,wide year,Baseline,9,0,FALSE,1,1030
21,139,37,yellow society,Baseline,14,0,FALSE,1,1288
22,1,68,thick fog,JE,9,145,TRUE,0,1307
22,2,80,stupid idea,JE,11,112,TRUE,1,1070
22,3,46,thin lips ,JE,9,266,TRUE,1,1295
22,4,3,deep love,JE,9,140,TRUE,1,1135
22,5,86,small room,JE,10,1010,TRUE,1,778
22,6,124,long sleep,JE,10,82,TRUE,0,765
22,7,132,cold tea,JE,8,37,TRUE,1,968
22,8,113,broken window,JE,13,249,TRUE,1,840
22,9,88,final year,JE,10,620,TRUE,1,861
22,10,76,front tire,JE,10,139,TRUE,0,1046
22,11,129,famous person,JE,13,234,TRUE,1,913
22,12,61,good news,JE,9,10360,TRUE,1,776
22,13,103,economic growth,JE,15,6627,TRUE,1,840
22,14,44,black hole,JE,10,2889,TRUE,1,982
22,15,11,near future,JE,11,2422,TRUE,1,980
22,16,92,tragic deaths,JE,13,49,TRUE,0,955
22,17,38,beautiful woman,JE,15,1386,TRUE,1,800
22,18,43,handsome man,JE,12,606,TRUE,1,1125
22,19,41,bitter experience,JE,17,97,TRUE,0,1266
22,20,73,big eyes,JE,8,321,TRUE,1,805
22,21,120,high price,JE,10,971,TRUE,1,812
22,22,58,strong wind,JE,11,238,TRUE,0,971
22,23,110,clean water,JE,11,1797,TRUE,1,983
22,24,59,bad debt,Eonly,8,203,TRUE,0,903
22,25,1,bare feet,Eonly,9,1552,TRUE,1,1094
22,26,23,brief moment,Eonly,12,656,TRUE,1,1565
22,27,91,broad daylight,Eonly,14,597,TRUE,0,1348
22,28,56,busy road,Eonly,9,77,TRUE,1,1060
22,29,30,careful attention,Eonly,17,396,TRUE,0,1054
22,30,77,coming months,Eonly,13,938,TRUE,1,1093
22,31,98,early bird,Eonly,10,178,TRUE,0,823
22,32,130,easy decision,Eonly,13,217,TRUE,0,1036
22,33,50,false teeth,Eonly,11,200,TRUE,0,1219
22,34,78,flat rate,Eonly,9,125,TRUE,0,853
22,35,139,free speech,Eonly,11,3214,TRUE,0,1081
22,36,75,full understanding,Eonly,18,198,TRUE,0,846
22,37,13,hard luck,Eonly,9,93,TRUE,0,1112
22,38,53,low speed,Eonly,9,501,TRUE,1,1123
22,39,18,lucky guess,Eonly,11,30,TRUE,0,1098
22,40,36,open arms,Eonly,9,473,TRUE,1,1205
22,41,17,poor health,Eonly,11,642,TRUE,0,818
22,42,28,proud parents,Eonly,13,110,TRUE,0,1142
22,43,7,quick look,Eonly,10,1038,TRUE,1,1130
22,44,85,sharp rise,Eonly,10,172,TRUE,0,833
22,45,126,short notice,Eonly,12,516,TRUE,0,831
22,46,6,slow learner,Eonly,12,68,TRUE,0,1505
22,47,106,active personality,Jonly,18,0,FALSE,0,1153
22,48,22,cheap pay,Jonly,9,0,FALSE,1,1100
22,49,27,dark society,Jonly,12,0,FALSE,0,1383
22,50,104,delicious season,Jonly,16,0,FALSE,1,856
22,51,52,far eye,Jonly,7,0,FALSE,1,928
22,52,94,frank question,Jonly,14,6,FALSE,1,906
22,53,60,hot battle,Jonly,10,1,FALSE,1,737
22,54,119,light content,Jonly,13,1,FALSE,1,936
22,55,137,narrow thought,Jonly,14,0,FALSE,1,984
22,56,105,pretty animal,Jonly,13,2,FALSE,0,1073
22,57,109,quiet war,Jonly,9,12,FALSE,1,963
22,58,47,severe home,Jonly,11,0,FALSE,1,1213
22,59,107,shallow injury,Jonly,14,0,FALSE,1,924
22,60,34,silent force,Jonly,12,2,FALSE,1,1240
22,61,25,slim branch,Jonly,11,0,FALSE,1,1237
22,62,115,soft atmosphere,Jonly,15,0,FALSE,1,875
22,63,32,straight heart,Jonly,14,0,FALSE,1,861
22,64,63,sweet judgment,Jonly,14,1,FALSE,1,827
22,65,112,tall danger,Jonly,11,0,FALSE,1,806
22,66,70,warm gift,Jonly,9,0,FALSE,0,1024
22,67,20,weak rain ,Jonly,9,0,FALSE,1,903
22,68,111,wide market,Jonly,11,5,FALSE,1,893
22,69,128,yellow voice,Jonly,12,0,FALSE,1,738
22,70,40,active gift,Baseline,11,0,FALSE,1,849
22,71,54,bad lips,Baseline,8,0,FALSE,1,908
22,72,83,bare growth,Baseline,11,0,FALSE,1,979
22,73,42,beautiful understanding,Baseline,23,0,FALSE,1,1087
22,74,16,big atmosphere,Baseline,14,1,FALSE,1,996
22,75,74,bitter hole,Baseline,11,0,FALSE,1,853
22,76,101,black news,Baseline,10,5,FALSE,1,720
22,77,57,brief decision,Baseline,14,0,FALSE,1,1123
22,78,125,broad water,Baseline,11,5,FALSE,1,1181
22,79,26,broken attention,Baseline,16,0,FALSE,1,1080
22,80,2,busy content,Baseline,12,0,FALSE,1,1352
22,81,82,careful weather,Baseline,15,0,FALSE,1,1045
22,82,116,cheap notice,Baseline,12,0,FALSE,1,1142
22,83,8,clean price,Baseline,11,0,FALSE,1,1123
22,84,122,cold love,Baseline,9,0,FALSE,1,627
22,85,99,coming judgement,Baseline,15,0,FALSE,1,784
22,86,138,dark months,Baseline,11,20,FALSE,1,964
22,87,31,deep room,Baseline,9,1,FALSE,1,845
22,88,12,delicious person,Baseline,16,1,FALSE,1,1065
22,89,35,early guess,Baseline,11,3,FALSE,1,844
22,90,79,easy market,Baseline,11,2,FALSE,1,1023
22,91,133,economic stone,Baseline,14,0,FALSE,1,1108
22,92,64,false tire,Baseline,10,0,FALSE,1,980
22,93,89,famous eye,Baseline,10,2,FALSE,1,934
22,94,66,far home,Baseline,8,0,FALSE,1,961
22,95,14,final heart,Baseline,11,5,FALSE,1,978
22,96,24,flat bird,Baseline,9,0,FALSE,1,1007
22,97,93,frank animal,Baseline,12,0,FALSE,1,919
22,98,127,free voice,Baseline,10,10,FALSE,1,919
22,99,108,front future,Baseline,12,0,FALSE,1,1014
22,100,123,full question,Baseline,13,3,FALSE,1,727
22,101,118,good moment,Baseline,11,104,FALSE,0,1136
22,102,29,handsome branch,Baseline,15,0,FALSE,1,1039
22,103,67,hard injury,Baseline,11,0,FALSE,0,1302
22,104,62,heavy season,Baseline,12,1,FALSE,1,895
22,105,51,hot parents,Baseline,11,0,FALSE,1,870
22,106,4,light window,Baseline,12,1,FALSE,1,1247
22,107,100,long energy,Baseline,11,0,FALSE,1,863
22,108,39,low thought,Baseline,11,0,FALSE,1,848
22,109,131,lucky tea,Baseline,9,0,FALSE,1,979
22,110,45,narrow force,Baseline,12,0,FALSE,1,963
22,111,33,near feet,Baseline,9,0,FALSE,1,839
22,112,121,open teeth,Baseline,10,1,FALSE,1,748
22,113,96,poor war,Baseline,8,1,FALSE,1,885
22,114,69,pretty arms,Baseline,11,3,FALSE,1,1096
22,115,65,proud idea,Baseline,10,0,FALSE,1,858
22,116,114,quick rate,Baseline,10,3,FALSE,1,928
22,117,21,quiet fog,Baseline,9,0,FALSE,1,1161
22,118,72,severe learner,Baseline,14,0,FALSE,1,984
22,119,55,shallow road,Baseline,12,0,FALSE,1,1280
22,120,90,sharp debt,Baseline,10,0,FALSE,1,930
22,121,10,short pay,Baseline,9,1,FALSE,1,1093
22,122,48,silent experience,Baseline,17,0,FALSE,1,1263
22,123,87,slim rise,Baseline,9,0,FALSE,1,858
22,124,71,slow luck,Baseline,9,0,FALSE,1,846
